|ccanid|cpgn|cdata|PGN#|PGNLabel|Acronym|PGNDescription|Multipacket|PGNLength|Priority|PGNReference|SPNPos|SPN|SPNName|SPNDescription|SPNLength|Resolution|Offset|DataRange|OperationalRange|Units
296|b'\x0c\xf0\x04\x00'|61444|b'\xf0\xff}\x00\x00\xff\xff\xff'|61444|Electronic Engine Controller 1|EEC1|Engine related parameters|No|8|3||1.5|4154|Actual Engine - Percent Torque (Fractional)|This parameter displays an additional torque in percent of the reference engine torque.   When the MSB is set to 1, this parameter is not available.  When the MSB is set to 0, bits 1 to 3 indicate the desired torque with resolution of 0.125%/bit . Range is from 0 to 0.875% of reference torque.    The parameter is used in combination with SPN 513 Actual Engine Torque. The resulting actual engine torque will be calculated by adding these two parameters.   Additional torque representations  0000 = +0.000% 0001 = +0.125% . . . 0111 = +0.875% 1000 - 1111 = not available  For example, if SPN 513 = 150 (or 25%) and this parameter is 0100, the torque would be 25.5%. If SPN 513 = 175 (or 50%) and this parameter is 0001, the torque would be 50.125% If SPN 513 = 175 (or 50%) and this parameter is 1111, the torque would remain 50% (no high resolution available)|4 bits|0.125 %/bit|0|0 to 0.875 %||%
297|b'\x0c\xf0\x04\x00'|61444|b'\xf0\xff}\x00\x00\xff\xff\xff'|61444|Electronic Engine Controller 1|EEC1|Engine related parameters|No|8|3||2|512|Driver's Demand Engine - Percent Torque|The requested torque output of the engine by the driver. It is based on input from the following requestors external to the powertrain: operator (via the accelerator pedal), cruise control and/or road speed limit governor. Dynamic commands from internal powertrain functions such as smoke control, low- and high-speed engine governing; ASR and shift control are excluded from this calculation. The data is transmitted in indicated torque as a percent of the reference engine torque. See PGN 65251 for the engine configuration message. Several status bits are defined separately to indicate the request which is currently being honored. This parameter may be used for shift scheduling.|1 byte|1 %/bit|-125 %|-125 to 125 %|0 to 125%|%
298|b'\x0c\xf0\x04\x00'|61444|b'\xf0\xff}\x00\x00\xff\xff\xff'|61444|Electronic Engine Controller 1|EEC1|Engine related parameters|No|8|3||3|513|Actual Engine - Percent Torque|The calculated output torque of the engine.  The data is transmitted in indicated torque as a percent of reference engine torque (see the engine configuration message, PGN 65251).  The engine percent torque value will not be less than zero and it includes the torque developed in the cylinders required to overcome friction.|1 byte|1 %/bit|-125 %|-125 to 125 %|0 to 125%|%
299|b'\x0c\xf0\x04\x00'|61444|b'\xf0\xff}\x00\x00\xff\xff\xff'|61444|Electronic Engine Controller 1|EEC1|Engine related parameters|No|8|3||4-5|190|Engine Speed|Actual engine speed which is calculated over a minimum crankshaft angle of 720 degrees divided by the number of cylinders.|2 bytes|0.125 rpm per bit|0|0 to 8,031.875 rpm||rpm
300|b'\x0c\xf0\x04\x00'|61444|b'\xf0\xff}\x00\x00\xff\xff\xff'|61444|Electronic Engine Controller 1|EEC1|Engine related parameters|No|8|3||6|1483|Source Address of Controlling Device for Engine Control|The source address of the SAE J1939 device currently controlling the engine.  It is used to expand the torque mode parameter (see SPN 899) in cases where control is in response to an ECU that is not listed in Table SPN899_A.  Its value may be the source address of the ECU transmitting the message (which means that no external SAE J1939 message is providing the active command) or the source address of the SAE J1939 ECU that is currently providing the active command in a TSC1 (see PGN 0) or similar message.  Note that if this parameter value is the same as the source address of the device transmitting it, the control may be due to a message on a non-J1939 data link such as SAE J1922 or a proprietary link.|1 byte|1 source address/bit|0|0 to 255|0 to 253|SA
301|b'\x0c\xf0\x04\x00'|61444|b'\xf0\xff}\x00\x00\xff\xff\xff'|61444|Electronic Engine Controller 1|EEC1|Engine related parameters|No|8|3||7.1|1675|Engine Starter Mode|There are several phases in a starting action and different reasons why a start cannot take place.  0000 start not requested 0001 starter active, gear not engaged 0010 starter active, gear engaged 0011 start finished; starter not active after having been actively engaged (after 50ms mode goes to 0000) 0100 starter inhibited due to engine already running 0101 starter inhibited due to engine not ready for start (preheating) 0110 starter inhibited due to driveline engaged or other transmission inhibit 0111 starter inhibited due to active immobilizer 1000 starter inhibited due to starter over-temp 1001 starter inhibited due to intake air shutoff valve being active 1010 starter inhibited due to active SCR inducement 1011 Reserved 1100 starter inhibited - reason unknown 1101 error (legacy implementation only, use 1110) 1110 error 1111 not available|4 bits|16 states/4 bit|0|0 to 15||bit
302|b'\x0c\xf0\x04\x00'|61444|b'\xf0\xff}\x00\x00\xff\xff\xff'|61444|Electronic Engine Controller 1|EEC1|Engine related parameters|No|8|3||8|2432|Engine Demand – Percent Torque|The requested torque output of the engine by all dynamic internal inputs, including smoke control, noise control and low and high speed governing.|1 byte|1 %/bit|-125 %|-125 to 125 %|-125% to +125%|%
303|b'\x0c\xf0\x04\x00'|61444|b'\xf0\xff}\x00\x00\xff\xff\xff'|61444|Electronic Engine Controller 1|EEC1|Engine related parameters|No|8|3||1.1|899|Engine Torque Mode|State signal which indicates which engine torque mode is currently generating, limiting, or controlling the torque.  Note that the modes are not in prioritized order. Not all modes may be relevant for a given device.  Some devices may not implement all functions.  For typical priorities refer to Figures SPN512_A and SPN512_B for engine control.  The data type of this parameter is measured.    Mode 0000b means “No request”: engine torque may range from 0 to full load only due to low idle governor output.  Modes 0001b to 1110b indicate that there is either a torque request or the identified function is currently controlling the engine: engine torque may range from 0 (no fueling) to the upper limit.|4 bits|16 states/4 bit|0|0 to 15||bit
304|b'\x0c\xf0\x04\x00'|61444|b'\xf0\xff}\x00\x00\xff\xff\xff'|61444|Electronic Engine Controller 1|EEC1|Engine related parameters|No|8|3||1.5|4154|Actual Engine - Percent Torque (Fractional)|This parameter displays an additional torque in percent of the reference engine torque.   When the MSB is set to 1, this parameter is not available.  When the MSB is set to 0, bits 1 to 3 indicate the desired torque with resolution of 0.125%/bit . Range is from 0 to 0.875% of reference torque.    The parameter is used in combination with SPN 513 Actual Engine Torque. The resulting actual engine torque will be calculated by adding these two parameters.   Additional torque representations  0000 = +0.000% 0001 = +0.125% . . . 0111 = +0.875% 1000 - 1111 = not available  For example, if SPN 513 = 150 (or 25%) and this parameter is 0100, the torque would be 25.5%. If SPN 513 = 175 (or 50%) and this parameter is 0001, the torque would be 50.125% If SPN 513 = 175 (or 50%) and this parameter is 1111, the torque would remain 50% (no high resolution available)|4 bits|0.125 %/bit|0|0 to 0.875 %||%
305|b'\x0c\xf0\x04\x00'|61444|b'\xf0\xff}\x00\x00\xff\xff\xff'|61444|Electronic Engine Controller 1|EEC1|Engine related parameters|No|8|3||2|512|Driver's Demand Engine - Percent Torque|The requested torque output of the engine by the driver. It is based on input from the following requestors external to the powertrain: operator (via the accelerator pedal), cruise control and/or road speed limit governor. Dynamic commands from internal powertrain functions such as smoke control, low- and high-speed engine governing; ASR and shift control are excluded from this calculation. The data is transmitted in indicated torque as a percent of the reference engine torque. See PGN 65251 for the engine configuration message. Several status bits are defined separately to indicate the request which is currently being honored. This parameter may be used for shift scheduling.|1 byte|1 %/bit|-125 %|-125 to 125 %|0 to 125%|%
306|b'\x0c\xf0\x04\x00'|61444|b'\xf0\xff}\x00\x00\xff\xff\xff'|61444|Electronic Engine Controller 1|EEC1|Engine related parameters|No|8|3||3|513|Actual Engine - Percent Torque|The calculated output torque of the engine.  The data is transmitted in indicated torque as a percent of reference engine torque (see the engine configuration message, PGN 65251).  The engine percent torque value will not be less than zero and it includes the torque developed in the cylinders required to overcome friction.|1 byte|1 %/bit|-125 %|-125 to 125 %|0 to 125%|%
307|b'\x0c\xf0\x04\x00'|61444|b'\xf0\xff}\x00\x00\xff\xff\xff'|61444|Electronic Engine Controller 1|EEC1|Engine related parameters|No|8|3||4-5|190|Engine Speed|Actual engine speed which is calculated over a minimum crankshaft angle of 720 degrees divided by the number of cylinders.|2 bytes|0.125 rpm per bit|0|0 to 8,031.875 rpm||rpm
308|b'\x0c\xf0\x04\x00'|61444|b'\xf0\xff}\x00\x00\xff\xff\xff'|61444|Electronic Engine Controller 1|EEC1|Engine related parameters|No|8|3||6|1483|Source Address of Controlling Device for Engine Control|The source address of the SAE J1939 device currently controlling the engine.  It is used to expand the torque mode parameter (see SPN 899) in cases where control is in response to an ECU that is not listed in Table SPN899_A.  Its value may be the source address of the ECU transmitting the message (which means that no external SAE J1939 message is providing the active command) or the source address of the SAE J1939 ECU that is currently providing the active command in a TSC1 (see PGN 0) or similar message.  Note that if this parameter value is the same as the source address of the device transmitting it, the control may be due to a message on a non-J1939 data link such as SAE J1922 or a proprietary link.|1 byte|1 source address/bit|0|0 to 255|0 to 253|SA
309|b'\x0c\xf0\x04\x00'|61444|b'\xf0\xff}\x00\x00\xff\xff\xff'|61444|Electronic Engine Controller 1|EEC1|Engine related parameters|No|8|3||7.1|1675|Engine Starter Mode|There are several phases in a starting action and different reasons why a start cannot take place.  0000 start not requested 0001 starter active, gear not engaged 0010 starter active, gear engaged 0011 start finished; starter not active after having been actively engaged (after 50ms mode goes to 0000) 0100 starter inhibited due to engine already running 0101 starter inhibited due to engine not ready for start (preheating) 0110 starter inhibited due to driveline engaged or other transmission inhibit 0111 starter inhibited due to active immobilizer 1000 starter inhibited due to starter over-temp 1001 starter inhibited due to intake air shutoff valve being active 1010 starter inhibited due to active SCR inducement 1011 Reserved 1100 starter inhibited - reason unknown 1101 error (legacy implementation only, use 1110) 1110 error 1111 not available|4 bits|16 states/4 bit|0|0 to 15||bit
310|b'\x0c\xf0\x04\x00'|61444|b'\xf0\xff}\x00\x00\xff\xff\xff'|61444|Electronic Engine Controller 1|EEC1|Engine related parameters|No|8|3||8|2432|Engine Demand – Percent Torque|The requested torque output of the engine by all dynamic internal inputs, including smoke control, noise control and low and high speed governing.|1 byte|1 %/bit|-125 %|-125 to 125 %|-125% to +125%|%
311|b'\x0c\xf0\x04\x00'|61444|b'\xf0\xff}\x00\x00\xff\xff\xff'|61444|Electronic Engine Controller 1|EEC1|Engine related parameters|No|8|3||1.1|899|Engine Torque Mode|State signal which indicates which engine torque mode is currently generating, limiting, or controlling the torque.  Note that the modes are not in prioritized order. Not all modes may be relevant for a given device.  Some devices may not implement all functions.  For typical priorities refer to Figures SPN512_A and SPN512_B for engine control.  The data type of this parameter is measured.    Mode 0000b means “No request”: engine torque may range from 0 to full load only due to low idle governor output.  Modes 0001b to 1110b indicate that there is either a torque request or the identified function is currently controlling the engine: engine torque may range from 0 (no fueling) to the upper limit.|4 bits|16 states/4 bit|0|0 to 15||bit
